"K008552"	(2342.631376,0.000404179067)
"G000306"	(337.7701032,0.000267468959)
"G000805"	(2288.487931,0.001813403261)
"G006318"	(1188.056218,0.0009416853762)
"E013741"	(2512.276828,0.001988959594)
"G010906"	(1679.310474,0.001330081337)
"G001705"	(2679.972429,0.002122891385)
"G001796"	(1863.343948,0.001475856402)
"G008815"	(1863.343949,0.001476248856)
"L010523"	(2109.267405,0.001669884839)
"G012667"	(1863.343948,0.001476349178)
"G001154"	(2800.265297,0.001908910042)
"E009806"	(2679.433197,0.001827302496)
"P016276"	(2635.260289,0.001795872856)
"A000728"	(469.764323,0.0003206052416)
"C005686"	(2517.958426,0.001716235344)
"E014785"	(2679.433198,0.001828321534)
"G004036"	(1658.865686,0.001130274588)
"G007493"	(1863.340133,0.001268448841)
"G012233"	(1863.340131,0.001271241016)
"A009385"	(159.9835854,0.0001092045223)
"G002990"	(623.3931705,0.0004246078962)
"O003602"	(2128.477954,0.001450433309)
"K008686"	(202.47792,0.0001386646266)
"A011338"	(108.0432976,7.420123299e-05)
"G011588"	(1540.497209,0.001050331148)
"G015523"	(538.9373405,0.0003656168087)
"A014110"	(1431.28905,0.0009396965913)
"G011150"	(1671.189049,0.001096633853)
"G004867"	(2615.278533,0.00171887277)
"G000846"	(1139.785512,0.0007504026172)
"G014747"	(1139.785512,0.0007482079486)
"G014028"	(1073.673219,0.000705246445)
"N002864"	(81.55410636,5.345251207e-05)
"G003315"	(1149.754197,0.0007548725576)
"G009639"	(1149.754193,0.0007550963475)
"P005659"	(1080.82946,0.0007096062115)
"O004627"	(655.2302758,0.0004297929666)
"G007804"	(2656.080671,0.00174462889)
"O013820"	(2128.479587,0.001398586362)
"G014861"	(1139.785515,0.0007482198076)
"G001240"	(689.6235695,0.0004524509336)
"G009332"	(2662.191239,0.001748442199)
"O008703"	(1805.995401,0.001545922851)
"N007961"	(2602.583574,0.002225710248)
"G000629"	(747.5968425,0.0006396151582)
"P003557"	(528.3422959,0.0004526058614)
"G008185"	(1854.838101,0.001586371481)
"I010081"	(2926.485985,0.002505657802)
"G008226"	(1139.787271,0.0009781767556)
"G009928"	(1139.787271,0.0009748359209)
"G009980"	(2436.989104,0.002085405714)
"O005662"	(2605.637926,0.002229984109)
"G004319"	(1139.78727,0.0009765325917)
"G014003"	(1149.755966,0.0009832000429)
"G006861"	(689.6246326,0.0005898452417)
"G013167"	(1139.787271,0.0009761689913)
"G004040"	(313.1148008,0.0002684150473)
"G012475"	(623.3943679,0.0005329757247)
"G013677"	(623.3942956,0.0006017861752)
"G005767"	(2431.563913,0.002344179782)
"H002050"	(1669.695409,0.001611748722)
"G011022"	(1139.787137,0.001099700464)
"F015855"	(777.7137075,0.0007502979035)
"K010503"	(810.1604564,0.0007817012664)
"D004152"	(497.3739108,0.0004793624399)
"N004521"	(2170.641449,0.002094486629)
"O003611"	(2011.831199,0.001944111736)
"D004824"	(2567.571998,0.002475867181)
"M002131"	(1786.924705,0.001721470538)
"G001294"	(1710.512201,0.001650802982)
"G013212"	(313.1147642,0.0003014921885)
"G004124"	(1866.443695,0.001800618628)
"D001720"	(2614.881955,0.002522931396)
"I009312"	(2913.479151,0.002809717532)
"G014190"	(316.087528,0.0003510617928)
"H006084"	(2504.185267,0.002777086053)
"G008197"	(1450.207615,0.001607889851)
"G008641"	(1839.706779,0.002041099503)
"K014921"	(2501.901848,0.002773570483)
"G007176"	(1841.103963,0.002042652941)
"G002156"	(2732.766472,0.003023348959)
"N004903"	(2066.708876,0.002290067919)
"G015573"	(1281.120176,0.001420533238)
"G011333"	(2631.891187,0.002919870481)
"G013967"	(1839.70678,0.002040601638)
"K006201"	(1912.145127,0.002120865847)
"I005747"	(2646.55102,0.002935041354)
"A002680"	(1416.327745,0.001570594035)
"H009753"	(1730.330252,0.001918285727)
"G010127"	(2631.891189,0.002917303679)
"D011267"	(492.2785446,5.438942297e-05)
"G010602"	(2732.768796,0.0003018683664)
"H001923"	(1669.69295,0.0001844400691)
"G001912"	(866.2744749,9.570732621e-05)
"G008296"	(2187.481552,0.000240926291)
"O015493"	(2580.080033,0.0002851831219)
"K005195"	(1539.484782,0.0001701655699)
"K006980"	(497.1846845,5.472490183e-05)
"H001032"	(1730.331726,0.0001921245603)
"F014723"	(820.0766361,9.05424821e-05)
"A003794"	(1432.236497,0.0001566437497)
"C014625"	(1583.893485,0.0001748815679)
"G013939"	(2213.656158,0.000244113172)
"G015298"	(583.9427242,6.512149055e-05)
"G002376"	(1412.896835,0.0001561193897)
"J007758"	(2191.866185,0.0002405044337)
"E011567"	(2326.041963,0.001212602177)
"A013317"	(1432.239726,0.0007472199512)
"N004998"	(2491.983879,0.00130034518)
"G012721"	(2563.455653,0.001338228134)
"F001710"	(2319.648035,0.001211976705)
"G000774"	(1183.193306,0.0006181291747)
"G010400"	(1691.600796,0.0008821768988)
"B013377"	(1340.68566,0.0006997064208)
"G002139"	(1139.788029,0.0005957100932)
"G000119"	(975.0985526,0.0005097500724)
"O005617"	(789.2037668,0.000410928784)
"G004989"	(1866.166304,0.0009725640627)
"G002889"	(382.8157231,0.0001993005596)
"G006949"	(1866.166305,0.000972596429)
"G003367"	(2043.094621,0.001063064622)
"H006211"	(2418.332006,0.001261018813)
"G014811"	(2822.405755,0.002373848249)
"O003941"	(2580.082859,0.002170668539)
"P003054"	(824.1581657,0.0006947359531)
"G001617"	(2332.624919,0.001963515427)
"P001147"	(430.7894771,0.0003622800715)
"I010173"	(3019.054519,0.002543097549)
"G016282"	(1450.21044,0.001220927265)
"G005428"	(2394.370531,0.002016776548)
"G012166"	(2822.080667,0.002377559638)
"G008967"	(1571.963794,0.001322310121)
"A013881"	(2696.5843,0.002268513817)
"F005661"	(1541.011779,0.001297588908)
"E010905"	(2325.97668,0.001958576354)
"G012105"	(1912.07126,0.001611959793)
"A002608"	(108.0434516,9.080214719e-05)
"O014676"	(811.4383608,0.0006833828017)
"G010077"	(1493.41483,0.0003148462644)
"A016103"	(326.3128883,6.921803197e-05)
"Q000019"	(2338.264608,0.0004956091381)
"G006085"	(1550.767013,0.0003278197516)
"H010768"	(1827.582717,0.000386381116)
"I006913"	(3020.156826,0.0006363563176)
"G008534"	(2838.199433,0.0005991741079)
"N012637"	(2238.093738,0.0004704762655)
"G016083"	(1139.785248,0.0002418175202)
"O000216"	(2553.415007,0.0005380187751)
"K015251"	(2853.409211,0.0006022871984)
"G011492"	(2838.199435,0.0005978899262)
"G009838"	(2076.334439,0.0004378932884)
"G009237"	(2213.655747,0.0004664122723)
"G011726"	(292.3220352,6.190009619e-05)
"O009878"	(1958.240334,0.0004129291148)
"G015131"	(2474.638099,7.500349224e-05)
"G013198"	(2474.638099,7.83971789e-05)
"G003288"	(1550.76859,5.043693216e-05)
"G000379"	(2831.669915,8.908545586e-05)
"G015829"	(2838.202325,8.740261521e-05)
"G006791"	(2592.309641,7.977875574e-05)
"G000123"	(475.3304732,1.521592092e-05)
"F010634"	(356.3924744,1.149169049e-05)
"I010999"	(3041.964486,9.499212686e-05)
"G007038"	(589.9486921,1.785244302e-05)
"H007674"	(1836.761443,5.7952873e-05)
"I004338"	(2892.795088,9.207451657e-05)
"I004742"	(3041.964489,8.845748186e-05)
"G007930"	(2634.364561,8.329981299e-05)
"F015901"	(1709.583714,5.31125097e-05)
"G008299"	(1501.984995,4.547385506e-05)
"H005238"	(2455.998258,0.001473861007)
"K016379"	(3004.926741,0.001805432359)
"G014243"	(260.2510801,0.0001559740424)
"K016226"	(284.1018526,0.0001705975876)
"F000215"	(2349.165165,0.001410311657)
"L012373"	(1810.23135,0.001086073055)
"H008813"	(1561.77315,0.0009346659791)
"H005510"	(1827.585719,0.001094053596)
"N015274"	(2627.417329,0.001577992187)
"A010953"	(2292.407376,0.001374732212)
"G007896"	(1449.627703,0.0008676003358)
"C014749"	(2221.095839,0.001332092639)
"G004442"	(2631.897266,0.001578657814)
"G000238"	(2733.403097,0.00164081141)
"G003066"	(2213.659384,0.001326882652)
"G006379"	(2213.659384,0.001326831002)
"F004298"	(1683.65819,0.001095259347)
"E012359"	(1741.794802,0.001133226445)
"G000847"	(397.1940705,0.0002583997088)
"N008448"	(2819.500211,0.001836736058)
"A001387"	(1168.596208,0.0007614101613)
"G007890"	(2213.658666,0.001441312694)
"G011323"	(2844.42849,0.00185305535)
"G011903"	(2541.592297,0.001654200293)
"I011214"	(2594.08185,0.001690315807)
"Q001682"	(240.8066958,0.000157180068)
"G007909"	(2810.81069,0.001827831813)
"J003241"	(2736.49363,0.00178329885)
"C013683"	(2630.04114,0.001714103726)
"G010844"	(1446.585233,0.0009432514915)
"G003721"	(2396.619243,0.001562458346)
"I009830"	(2920.426173,0.00189956848)
"G011086"	(2541.590917,0.004990248341)
"E001268"	(1735.324542,0.003413564844)
"Q001708"	(698.9865737,0.001373100491)
"G009925"	(1449.626444,0.002846016443)
"A003433"	(133.5896454,0.0002622815974)
"G008430"	(279.9132271,0.0005491610981)
"G011273"	(2811.036103,0.005519014443)
"E001276"	(2614.325882,0.005131697939)
"O004773"	(1307.854004,0.002567396665)
"Q000954"	(2338.338524,0.004589709856)
"A008133"	(213.090693,0.0004185188586)
"A005881"	(1093.894231,0.002147129445)
"G015371"	(382.8150862,0.0007514421225)
"G003872"	(2396.584527,0.004704730493)
"G005423"	(2009.14967,0.003944730986)
"G011025"	(2011.359183,0.003946937439)
"G009102"	(279.9131788,0.0002358800941)
"M011116"	(1966.897657,0.001653061711)
"F014768"	(1586.584073,0.001333961071)
"G004541"	(2529.153774,0.002125557663)
"G014377"	(2160.375097,0.00181526722)
"G004218"	(2756.794871,0.002315889402)
"E001621"	(2337.179937,0.00196328046)
"G011321"	(2160.375098,0.001816164504)
"G004561"	(2443.293013,0.002053337239)
"G000971"	(1740.134988,0.001462358604)
"O004530"	(2761.286484,0.002322054482)
"H008281"	(2488.507064,0.002093621647)
"K004152"	(2821.31471,0.002368025731)
"K014093"	(260.2488837,0.0002188241143)
"G014311"	(2849.338622,0.002392644577)
"P000710"	(1316.041892,0.001104905169)
"J001340"	(2736.493658,0.003439831721)
"K006507"	(2620.953553,0.003293804565)
"A010203"	(2428.716227,0.003055024568)
"P009582"	(528.3420601,0.000663896922)
"G007825"	(2810.810718,0.003532331982)
"G002075"	(1449.627246,0.001822842669)
"G002067"	(1449.627247,0.001820502309)
"M005229"	(2258.276621,0.002871826302)
"G003005"	(2424.717068,0.003053827076)
"G008684"	(1449.627246,0.00182145229)
"G008146"	(2850.707235,0.003581437679)
"G014153"	(2219.987706,0.002787431827)
"A006643"	(2385.205729,0.002996881052)
"B000559"	(2768.805248,0.003480601351)
"G001788"	(382.8152972,0.000479859328)
"N004473"	(512.4833162,0.000643712899)
"M002791"	(2331.600743,0.001800933099)
"G009217"	(277.719313,0.0002141565515)
"E013149"	(107.245933,8.269228883e-05)
"P009968"	(1701.136519,0.001325276357)
"O004395"	(1771.347976,0.001366270986)
"N011026"	(2100.319284,0.001622338135)
"A007453"	(1965.523376,0.00151953097)
"G001752"	(1167.600574,0.0008982164659)
"L004583"	(1688.622062,0.001304741987)
"E007807"	(287.6138404,0.0002213013868)
"N013881"	(2754.635882,0.002126350553)
"G001267"	(1653.821879,0.001275999456)
"G002242"	(1239.335952,0.0009561625179)
"G000702"	(2614.642682,0.002018125284)
"K000213"	(185.0980112,0.0001429155725)
"N016179"	(2410.6208,0.001861358994)
"G004108"	(1449.624429,0.000748420725)
"G006207"	(1740.132866,0.0008981266786)
"K004157"	(2971.88778,0.001532651852)
"L004910"	(1768.535901,0.0009121818487)
"G001875"	(1740.132866,0.0008979134256)
"C015614"	(1706.206863,0.000880354246)
"G011453"	(1449.624431,0.0007484776009)
"H011769"	(2772.773409,0.001428226741)
"E014356"	(2531.384723,0.001304829747)
"G000056"	(2794.042461,0.001443404814)
"G010763"	(2627.046311,0.00135329079)
"G014577"	(2217.324889,0.001142175735)
"J010215"	(2948.641105,0.001521352319)
"M014836"	(2387.368665,0.001232046354)
"M014382"	(2370.746454,0.001223833971)
"F004105"	(1149.788165,0.0005929229465)
"N012288"	(2705.614626,0.002686598306)
"P005180"	(1669.247292,0.001656488638)
"F002717"	(2240.661422,0.00222412594)
"G004269"	(2794.045931,0.002774665844)
"D012278"	(748.9689871,0.0007433771455)
"D005949"	(539.6628083,0.0005357596247)
"G007354"	(2794.045932,0.002772895259)
"M009796"	(210.8331221,0.0002093523875)
"H000492"	(2844.945081,0.00282402988)
"G011105"	(2148.419211,0.002131406858)
"P000460"	(2751.154057,0.002728773919)
"B012056"	(2802.869442,0.002783103632)
"G008163"	(2459.636919,0.00244132628)
"G003778"	(2231.752334,0.002215588437)
"A003129"	(2699.395008,0.002679375896)
"K000358"	(2455.450174,0.002434807633)
"K003288"	(2592.080241,0.0008079572325)
"D001000"	(2407.407354,0.00075110363)
"I013606"	(2877.256176,0.0008959115546)
"H010608"	(2813.273621,0.0008754234009)
"J006027"	(2853.885083,0.0008901151695)
"P002331"	(108.1657952,3.40291147e-05)
"A005411"	(2656.744313,0.0008282701614)
"M003263"	(1110.074841,0.0003457892456)
"G003526"	(277.7191397,8.426114422e-05)
"G006867"	(1563.537299,0.000488030361)
"G009269"	(427.491742,0.0001328803425)
"G009459"	(2289.820936,0.0007111779327)
"F002907"	(1609.964147,0.000500603956)
"G005823"	(2774.144692,0.0008636087335)
"L000232"	(2156.963033,0.0006729752912)
"G005725"	(2132.987424,0.0006640666657)
"G009599"	(1667.931268,0.001917798543)
"N010139"	(1272.951206,0.001464333145)
"G016185"	(2117.576141,0.002434837748)
"A009318"	(213.0907924,0.0002449463582)
"G009746"	(1793.850235,0.002059972657)
"G010680"	(131.6978938,0.0001516556678)
"M001278"	(2388.419623,0.002746843187)
"P004567"	(2563.511344,0.002946835531)
"G004893"	(131.6978934,0.0001514287177)
"L010546"	(2130.937061,0.002449290968)
"K001672"	(501.6237676,0.0005770106881)
"G001500"	(427.4916906,0.0004902892802)
"M000242"	(2295.257847,0.002637786542)
"N012725"	(2392.366699,0.002751326773)
"M000261"	(1096.013958,0.001259910174)
"O000033"	(2643.490918,0.0030383384)
"F004576"	(2213.116968,0.002675445357)
"G007418"	(2034.617779,0.002459333155)
"M011235"	(2241.680164,0.002709621994)
"L002707"	(1604.112719,0.001940208496)
"B005269"	(2802.865267,0.003386429328)
"M012680"	(2504.244191,0.0030255892)
"N012555"	(1465.945521,0.00177124686)
"N013877"	(1336.548302,0.001614082024)
"A004762"	(2469.791003,0.002984734407)
"G000609"	(2520.825022,0.003046672513)
"G011807"	(2336.647982,0.002821894389)
"G013992"	(470.4169514,0.0005687132859)
"J014166"	(2847.857355,0.003442186634)
"D008908"	(826.817047,0.0009978402574)
"H002369"	(2572.94765,0.003107739124)
"K006555"	(683.6968719,0.0008269226054)
"P012312"	(1907.755107,-0.0008136378666)
"K012670"	(2285.158887,-0.0009755666432)
"F007596"	(2202.473515,-0.0009385253885)
"L011733"	(2113.490856,-0.0008992440193)
"O015640"	(2167.843325,-0.0009266252839)
"E004681"	(2513.322283,-0.00107245931)
"P011279"	(1640.594633,-0.0006988580386)
"I016364"	(1877.931156,-0.0007993560579)
"A003961"	(2690.307907,-0.001144657984)
"P006851"	(2386.230672,-0.001018524566)
"D012522"	(727.9851373,-0.000309650094)
"D006732"	(2626.797077,-0.001118481687)
"M014348"	(2250.250722,-0.0009594649702)
"M013815"	(2350.439567,-0.001002258793)
"A014936"	(263.6387194,-0.0001120547916)
"G000350"	(2581.477945,-0.001102169856)
"G007202"	(2541.095818,0.001826743051)
"J004770"	(2993.672025,0.00215142593)
"D015298"	(543.526673,0.000390674857)
"C009411"	(1350.874799,0.0009706936718)
"G013058"	(2034.623248,0.001462928943)
"O009858"	(965.373972,0.00069386852)
"E007170"	(1778.966604,0.001277992329)
"D015880"	(2420.745706,0.001739069652)
"G009162"	(210.5143815,0.0001508116204)
"G010692"	(1847.412012,0.001328098496)
"E001900"	(2465.106529,0.001769603752)
"D006818"	(1754.953592,0.001260962319)
"L015117"	(1819.173114,0.001306058479)
"L006153"	(1925.620175,0.001383935173)
"G011962"	(2465.508674,0.00176656443)
"G008657"	(2065.885953,0.001484099309)
"A016118"	(2756.292673,0.0007152829143)
"E005684"	(312.1521512,7.999495617e-05)
"P012286"	(2592.254327,0.0006709493816)
"G008607"	(131.6979108,3.396416401e-05)
"E009717"	(312.1521512,8.035719962e-05)
"C008188"	(2340.311378,0.0006055491159)
"P007978"	(905.0976702,0.0002345234405)
"P001043"	(759.923572,0.0001961931041)
"G009272"	(2817.979431,0.0007295616876)
"G005953"	(2628.902575,0.0006778526631)
"G010926"	(277.7191461,7.190727237e-05)
"M000674"	(2609.872274,0.0006754267726)
"C012168"	(1534.152207,0.0003965363206)
"G008639"	(106.6115638,2.775821288e-05)
"K006283"	(637.8715014,0.000164745932)
"N015113"	(1388.247173,0.0003589088262)
"B008644"	(2613.885327,0.00188430832)
"L009107"	(1925.616098,0.00138965414)
"N000454"	(2217.148228,0.001601753357)
"N010764"	(1392.8552,0.001006892812)
"G010433"	(2739.466653,0.001975543987)
"G009705"	(106.6113865,7.628913397e-05)
"E014250"	(1523.508402,0.001099768362)
"I011202"	(2902.822487,0.002093994001)
"A011132"	(2360.193661,0.001704714291)
"G005453"	(279.6704779,0.0002014583202)
"F006919"	(1707.192231,0.00123256011)
"D006296"	(2803.219127,0.00202149948)
"G006528"	(619.7594427,0.0004469226646)
"P016127"	(1803.550166,0.001302313291)
"N006066"	(2604.593604,0.001881057189)
"A011696"	(131.4689896,9.484549117e-05)
"D008107"	(385.1551102,0.0001703493835)
"N014034"	(237.628348,0.0001053080446)
"D016077"	(2480.983149,0.001093114156)
"G002892"	(1244.880494,0.0005491507639)
"P014509"	(809.9060046,0.0003554302527)
"G006439"	(2305.352725,0.001017028632)
"I012944"	(2750.236716,0.001215054592)
"A000651"	(2256.812468,0.0009965530067)
"K010727"	(956.4890902,0.0004220906226)
"G016279"	(2754.720643,0.001215258651)
"G012142"	(2755.224039,0.001244013715)
"G011472"	(970.4397994,0.0004294571676)
"K008178"	(1193.634364,0.0005270000756)
"M006571"	(2617.354164,0.001155983226)
"P014407"	(2437.305681,0.001076777858)
"M008425"	(2387.371556,0.001054202667)
"A009682"	(2089.3427,0.0009236975973)
"G007021"	(2673.894693,0.001183072855)
"G015686"	(1405.468052,0.0006216044222)
"J009054"	(2179.777169,0.0009636134427)
"L005855"	(2478.583418,0.001097027831)
"K010174"	(1964.530939,0.0008688973414)
"O002113"	(2243.903981,0.0009972560153)
"G005633"	(899.406106,0.0003973591074)
"H011928"	(2307.079138,0.001021239826)
"G001469"	(2308.506931,0.001021660594)
"M012025"	(2572.90222,0.001137746441)
"K001623"	(2317.281488,0.001023634581)
"L015549"	(1673.272986,0.0007391251223)
"G005690"	(2702.784036,0.001196451529)
"G013255"	(955.4500991,0.0004224853903)
"E013872"	(2599.46866,0.001152520354)
"A015412"	(2627.91422,0.002269909924)
"G000953"	(1562.820789,0.001350902157)
"L004885"	(1912.786539,0.001654067677)
"O010199"	(2390.100131,0.00206783503)
"N015197"	(1276.90337,0.001102652267)
"G008362"	(1380.73333,0.001193315795)
"I007221"	(1656.958935,0.001431601738)
"N011482"	(541.1452586,0.0004669986242)
"I014950"	(2946.090825,0.002551084822)
"G009225"	(2182.80513,0.001881271808)
"A005520"	(2743.657684,0.002369768645)
"A007074"	(2746.650442,0.002373623409)
"K005287"	(1034.236702,0.0008943515297)
"N010724"	(1413.640479,0.001222726925)
"M006009"	(1632.944397,0.001410327228)
"F011148"	(1379.828887,0.001194051679)
"J000588"	(1757.586987,0.003079770805)
"I007712"	(2579.548811,0.004516287073)
"I012660"	(1670.045665,0.00292389226)
"N009092"	(2983.6954,0.00522555553)
"G006474"	(2327.146834,0.004076900449)
"P002309"	(1701.133066,0.002978573506)
"L012308"	(524.8095649,0.0009186191862)
"M014135"	(1624.444773,0.002843208212)
"L000162"	(1480.993119,0.002593792665)
"L006221"	(1862.113603,0.003259066248)
"A008170"	(2632.716083,0.004611380455)
"I010907"	(1782.010128,0.003119306903)
"L004313"	(1851.402204,0.003241109871)
"G008525"	(255.5391934,0.0004472358714)
"G014856"	(1626.283263,0.002846870766)
"F006844"	(1482.646363,0.002595578664)
"M015633"	(1662.137176,0.0006708354185)
"M005692"	(1414.530176,0.0005714579664)
"P004659"	(1624.946441,0.0006559302664)
"G012088"	(484.8166458,0.0001959623217)
"B008459"	(2011.085171,0.0008114474255)
"M015931"	(2427.590468,0.0009809580715)
"N013663"	(1623.979694,0.0006561366178)
"H001250"	(2453.027621,0.0009894224982)
"E004971"	(2672.389471,0.001079188804)
"A006060"	(2472.453508,0.0009969794621)
"G004375"	(2771.279623,0.001119280153)
"L014949"	(1418.0835,0.0005730787504)
"J000974"	(1447.933086,0.0005844250586)
"G009301"	(1358.142064,0.0005464454075)
"L014136"	(1990.253292,0.0008049910358)
"G003761"	(287.8647112,0.0001158002631)
"P013178"	(1026.334041,0.001031527295)
"E003897"	(212.3831493,0.0002137010819)
"G009288"	(1533.628014,0.001539013748)
"K001933"	(2581.039078,0.00259291758)
"G001825"	(2773.286513,0.002782205078)
"K013966"	(1552.252188,0.00155758333)
"P000255"	(1837.245277,0.001843835757)
"L006223"	(1665.21161,0.001672725592)
"A006522"	(2472.456528,0.002483556483)
