"K008552"	(676.2830506,0.0005559773189)
"K014462"	(74.94964702,9.050328569e-05)
"G006583"	(87.65167684,5.714183388e-05)
"A005114"	(580.9351922,0.000781112595)
"G008066"	(646.3360887,0.0007546502672)
"N015444"	(-632.6630011,-0.0004881171685)
"G003276"	(248.1561187,0.0002735008765)
"F014640"	(76.07045071,8.176383906e-05)
"G016034"	(489.9941518,0.0005252826762)
"G006035"	(-442.9254175,-0.0005381560178)
"L005106"	(380.6955365,0.0005162756606)
"F016160"	(77.70510548,-2.400333942e-05)
"A000388"	(-746.3754811,-0.0005936748648)
"A005719"	(149.8866539,8.23841355e-05)
"G006190"	(5.619756998,3.676076406e-05)
"K004779"	(-247.0630925,-0.0001590962117)
"K005108"	(-94.76227864,-7.684502706e-05)
"G000036"	(240.2810394,0.0001613898191)
"K013368"	(217.6491784,6.174439751e-06)
"G004444"	(116.7722571,5.391532717e-05)
"F011229"	(-255.4382243,-0.0001902492309)
"K015565"	(-70.53298238,-3.54556285e-05)
"A015143"	(-271.8703301,-0.0002165696777)
"G016109"	(937.9893762,0.0005290765336)
"N015741"	(-128.3103713,7.214052022e-05)
"A002000"	(-252.4857241,-0.000136197582)
"G014132"	(44.32015341,2.630319374e-05)
"G001806"	(-263.2508079,-0.0001995934505)
"E005025"	(-544.1333633,-0.0002243891569)
"G002271"	(3.481575846,-1.24940665e-05)
"I014125"	(153.6922843,0.0002236844802)
"G002099"	(154.287372,0.0002486614132)
"G010958"	(308.0946287,0.0003976482158)
"P009123"	(656.8939508,0.0005216865112)
"A000058"	(27.74370816,2.522487538e-05)
"G012132"	(274.2357144,0.0001387731749)
"P008167"	(13.05703306,-8.337596952e-05)
"A013031"	(-175.9308005,-0.0001612883094)
"G010628"	(526.3089803,0.0004403632444)
"G012967"	(274.2357214,0.00012782375)
"N001536"	(-197.2386215,-6.727184021e-05)
"K015535"	(-247.0632186,-0.0002470766082)
"G010311"	(185.0887122,0.0002257426215)
"E014240"	(-812.8883074,-0.0005791520556)
"G009947"	(-529.3053245,-0.0002459630533)
"K000129"	(249.1835476,6.639253173e-05)
"G016378"	(-484.6857079,-0.0001852899276)
"K000074"	(15.39173322,8.265826937e-05)
"G008405"	(-298.3295504,-0.0001504146475)
"G015786"	(-304.6184892,-0.0003400796449)
"G000306"	(5.619759652,3.386279673e-05)
"G000805"	(-1134.795572,-0.0008569670661)
"G006318"	(-82.30468064,-5.267343022e-05)
"E013741"	(593.2676031,0.0003794224592)
"G010906"	(184.5940118,7.046689892e-05)
"G001705"	(86.06934098,8.76293885e-05)
"G001796"	(-154.781698,-0.0002936115505)
"G008815"	(-154.7817025,-0.0002952091811)
"L010523"	(138.6789299,0.0001654907074)
"G012667"	(-154.7819378,-0.0001610940434)
"G001154"	(-441.7474261,-0.0002734821497)
"E009806"	(-442.755,-0.0002461756202)
"P016276"	(279.4840338,0.0001978282933)
"A000728"	(-32.27910063,-8.274404531e-06)
"C005686"	(64.20990515,0.000157745478)
"E014785"	(-442.7549866,-0.0002353153244)
"G004036"	(362.4254725,0.0002165245249)
"G007493"	(-154.7815377,-0.0002791279444)
"G012233"	(-154.781544,-0.000291852584)
"A009385"	(-9.282305385,4.507123278e-05)
"G002990"	(-375.0852759,-0.0001821625167)
"O003602"	(-138.2891331,0.0001577977155)
"K008686"	(-95.99748237,-8.380520453e-05)
"A011338"	(17.83129437,1.650170366e-05)
"G011588"	(325.9834746,0.0002120762872)
"G015523"	(-125.9861309,-0.0001163723028)
"A014110"	(-1061.369635,-0.0007164991002)
"G011150"	(194.4709695,0.0002032889346)
"G004867"	(-920.476101,-0.0005328860265)
"G000846"	(378.0528237,0.00011195381)
"G014747"	(378.0528206,0.0001293926208)
"G014028"	(443.7681226,0.0001625454651)
"N002864"	(129.9700424,9.797275993e-05)
"G003315"	(268.6174265,4.891189352e-05)
"G009639"	(268.6174295,4.909783633e-05)
"P005659"	(647.3632853,0.0002881205685)
"O004627"	(-138.934898,-6.532496807e-05)
"G007804"	(881.0423011,0.0008204791455)
"O013820"	(-138.277645,0.0001855996934)
"G014861"	(378.0528045,0.0001242323196)
"G001240"	(56.58186694,3.319841372e-05)
"G009332"	(555.1885548,0.0003666619371)
"O008703"	(-143.0433505,-0.0001720238264)
"N007961"	(69.13567075,-3.091813565e-05)
"G000629"	(-530.0249282,-0.0004027434212)
"P003557"	(491.9924091,0.0003244210538)
"G008185"	(-196.4968036,-0.0003341248199)
"I010081"	(153.6923251,0.0001984011473)
"G008226"	(378.0531073,0.0001668262944)
"G009928"	(378.0530951,0.000161788573)
"G009980"	(-941.5454829,-0.0006592730348)
"O005662"	(-1086.190031,-0.0007566504685)
"G004319"	(378.0531019,0.0001716158557)
"G014003"	(268.61763,7.344664955e-05)
"G006861"	(56.58192792,5.367037971e-05)
"G013167"	(378.0530919,0.0001652890404)
"G004040"	(202.8737662,7.641548292e-05)
"G012475"	(-375.0853958,-0.0002897162805)
"G013677"	(-375.0856273,-0.0002368924391)
"G005767"	(652.6926141,0.0006282640284)
"H002050"	(-232.7431436,-2.028350972e-06)
"G011022"	(378.0530904,0.0001710078054)
"F015855"	(448.7384171,0.0005104033784)
"K010503"	(-53.91309209,-2.178962835e-05)
"D004152"	(131.8018019,7.598782761e-05)
"N004521"	(-121.393005,-3.036773429e-05)
"O003611"	(-161.6961339,6.068005152e-05)
"D004824"	(772.6208335,0.0006371146754)
"M002131"	(461.9441329,0.000546420903)
"G001294"	(-783.8573359,-0.0006843475747)
"G013212"	(202.873746,9.75421636e-05)
"G004124"	(53.64676238,5.112257245e-06)
"D001720"	(491.6558616,0.0004149731591)
"I009312"	(522.2686239,0.0005722555911)
"G014190"	(-381.4729278,-0.000326432607)
"H006084"	(-696.2999024,-0.0006774085534)
"G008197"	(30.95456127,0.0002004123806)
"G008641"	(422.76319,0.0001586970332)
"K014921"	(656.7031505,0.0006616672181)
"G007176"	(140.1652667,6.167536717e-05)
"G002156"	(-489.8367748,-0.0004064519925)
"N004903"	(-127.7497197,-0.0002202341926)
"G015573"	(222.3885705,0.0001533527596)
"G011333"	(231.826284,0.0001014378046)
"G013967"	(422.7631935,0.0001512529273)
"K006201"	(-336.0611249,-0.0004000833565)
"I005747"	(-197.4324418,-7.09157696e-05)
"A002680"	(-1127.19461,-0.001007913903)
"H009753"	(-185.0854383,6.7757322e-05)
"G010127"	(231.8266696,0.0002268861187)
"D011267"	(102.237738,3.324329114e-05)
"G010602"	(-489.8369896,-0.0001777524695)
"H001923"	(-232.7429749,9.915743515e-05)
"G001912"	(-485.815634,-0.0001523097586)
"G008296"	(-132.4582545,0.0001409504105)
"O015493"	(-334.7060811,3.670720548e-05)
"K005195"	(204.6275819,5.504115835e-06)
"K006980"	(-33.90764688,-4.895094825e-05)
"H001032"	(-185.0855358,0.0001588482142)
"F014723"	(547.0807354,0.0003052136756)
"A003794"	(-1077.791758,-0.0004252499249)
"C014625"	(-552.3615381,-0.0002300245052)
"G013939"	(-190.5235862,-9.514272438e-05)
"G015298"	(-161.6145417,-2.214001975e-05)
"G002376"	(231.1709328,0.0001752325389)
"J007758"	(138.255182,0.0001831960303)
"E011567"	(670.9226968,0.0003915011979)
"A013317"	(-1077.792982,-0.000644681503)
"N004998"	(-170.4968002,-0.0001093360237)
"G012721"	(-856.7549659,-0.0004378250779)
"F001710"	(-494.3784639,-0.0003789283657)
"G000774"	(364.870178,0.0001858618832)
"G010400"	(459.7884127,0.0003288999796)
"B013377"	(7.09525058,-0.0001033541702)
"G002139"	(378.0532286,0.0001089199206)
"G000119"	(310.1449124,7.241049936e-05)
"O005617"	(413.0622615,0.0002181190188)
"G004989"	(-3.603868456,-6.381326229e-06)
"G002889"	(-26.17056673,1.458343951e-05)
"G006949"	(-3.603863868,-1.942529144e-05)
"G003367"	(-599.6774122,-0.0003445212731)
"H006211"	(128.7868176,1.551430862e-05)
"G014811"	(574.8368018,0.0003487507583)
"O003941"	(-334.7062754,-0.0001236683914)
"P003054"	(196.5550411,0.0002826494363)
"G001617"	(338.4525318,0.0002698140286)
"P001147"	(497.3828209,0.0003235115642)
"I010173"	(-24.93503833,-4.930645824e-05)
"G016282"	(30.95457008,0.0001836427065)
"G005428"	(35.75766041,-6.578233502e-05)
"G012166"	(577.7522694,0.0003463654323)
"G008967"	(-417.6870016,-0.0002444348048)
"A013881"	(779.9032153,0.0007272451525)
"F005661"	(-239.9653308,-0.0002010647376)
"E010905"	(611.4039669,0.0004327246243)
"G012105"	(325.4651421,0.0002148288243)
"A002608"	(17.83130686,2.35221236e-05)
"O014676"	(352.0331103,0.0002435960062)
"G010077"	(-45.61824784,-9.326725341e-05)
"A016103"	(42.63825835,3.251629514e-05)
"Q000019"	(446.3123345,0.0002157113842)
"G006085"	(542.5488038,0.0001375057703)
"H010768"	(-204.8094542,4.179093862e-05)
"I006913"	(143.3067285,0.000124464527)
"G008534"	(986.7606173,0.0003402184539)
"N012637"	(-104.3203745,-9.939020065e-05)
"G016083"	(378.0527741,4.686169302e-05)
"O000216"	(-807.7573902,-0.0001020348794)
"K015251"	(-247.54211,0.000159857226)
"G011492"	(986.7606388,0.0003413095706)
"G009838"	(-332.3599157,8.708156224e-05)
"G009237"	(-190.5235593,-9.485124463e-05)
"G011726"	(-327.9826563,-0.0001575351973)
"O009878"	(-596.5120899,-0.0002021811027)
"G015131"	(-818.7311509,-0.0001534980967)
"G013198"	(-818.7311502,-0.000142679593)
"G003288"	(542.5490741,8.717031958e-05)
"G000379"	(-321.0532806,6.570441419e-05)
"G015829"	(986.7611285,0.0002512847874)
"G006791"	(212.1954052,0.0001320280429)
"G000123"	(-234.5860155,-4.666886288e-05)
"F010634"	(-14.40060707,-1.650008867e-05)
"I010999"	(-70.55154789,-2.934661505e-05)
"G007038"	(-326.2089549,-0.0001506781253)
"H007674"	(-136.8657894,0.0001198088055)
"I004338"	(-55.28698784,-1.352410885e-05)
"I004742"	(-70.55156436,-4.894020028e-05)
"G007930"	(450.9214432,0.0001267772833)
"F015901"	(8.036361331,-2.641774394e-05)
"G008299"	(0.4743586812,-0.000114316345)
"H005238"	(-152.5407523,0.0001350583526)
"K016379"	(-721.2910589,-0.0004397913045)
"G014243"	(162.0681345,0.0001556771511)
"K016226"	(-60.72074766,-3.911481394e-05)
"F000215"	(-92.92324716,-0.0001543624289)
"L012373"	(293.5594586,0.0001025487604)
"H008813"	(-200.2344073,8.008689918e-05)
"H005510"	(-204.8096132,-1.480095515e-05)
"N015274"	(-588.2060212,-0.0003919305095)
"A010953"	(436.3280873,0.0003665107048)
"G007896"	(96.18582098,0.0002399763802)
"C014749"	(-170.6038509,-8.626126513e-05)
"G004442"	(231.8265745,5.063646088e-05)
"G000238"	(920.0023091,0.0005170293324)
"G003066"	(-190.5237172,-0.0001304033365)
"G006379"	(-190.5245607,-6.164134725e-05)
"F004298"	(-226.8788967,-0.0001507630628)
"E012359"	(-415.8684562,-0.0004926320069)
"G000847"	(-24.62045905,3.844472464e-05)
"N008448"	(-206.6329247,-4.550259877e-05)
"A001387"	(-92.7863595,-7.048975799e-05)
"G007890"	(-190.5237086,-0.000161666267)
"G011323"	(-256.2973972,3.232984872e-05)
"G011903"	(-348.4082517,-0.0001914129686)
"I011214"	(-348.9027131,-0.0004715318087)
"Q001682"	(-231.0550268,-0.0001449641136)
"G007909"	(-475.9526103,-0.0003232901856)
"J003241"	(812.0445824,0.0007460786774)
"C013683"	(115.9909156,0.0002047210816)
"G010844"	(105.5153475,0.0002432086218)
"G003721"	(-432.5186116,-0.0002093689587)
"I009830"	(-131.2376464,-0.0002861723543)
"G011086"	(-348.4081497,-0.0004101190753)
"E001268"	(-73.73381809,6.247620481e-05)
"Q001708"	(293.9809138,0.0002326939592)
"G009925"	(96.18577686,0.0003198766859)
"A003433"	(-33.91684231,-4.131909606e-05)
"G008430"	(-228.8348546,-0.0002659104781)
"G011273"	(-482.8672408,-0.0006478427357)
"E001276"	(456.82374,0.0005935548)
"O004773"	(-159.9616376,-0.000101005313)
"Q000954"	(446.3446917,0.0005765485612)
"A008133"	(29.07976064,3.222308783e-05)
"A005881"	(-4.291553368,4.254730297e-05)
"G015371"	(-26.17054675,-3.425803521e-06)
"G003872"	(-432.4891966,-0.0004994008181)
"G005423"	(85.80815429,9.071578174e-05)
"G011025"	(167.4500989,0.0002581814019)
"G009102"	(-228.8348381,-0.0001318244925)
"M011116"	(-776.0033977,-0.0005457912237)
"F014768"	(-131.9186713,-9.722094112e-05)
"G004541"	(-407.9264108,-0.0002507825144)
"G014377"	(684.1437331,0.0005268503099)
"G004218"	(-773.5633744,-0.0005155253851)
"E001621"	(444.161014,0.0002187096909)
"G011321"	(684.1437126,0.0005246185148)
"G004561"	(-1315.72542,-0.0009847429716)
"G000971"	(217.8816619,0.0001436490431)
"O004530"	(-1070.140193,-0.0005699663806)
"H008281"	(-300.0584225,-8.167441933e-05)
"K004152"	(661.0361157,0.000559138142)
"K014093"	(-78.82844484,-2.717164957e-05)
"G014311"	(926.0620023,0.0005968000852)
"P000710"	(923.643267,0.0005655802324)
"J001340"	(812.0445776,0.001007409026)
"K006507"	(-585.2952996,-0.0006810274245)
"A010203"	(445.0046777,0.0003277384056)
"P009582"	(491.9923009,0.00042234071)
"G007825"	(-475.9526125,-0.0004699669618)
"G002075"	(96.18579362,0.0002794422036)
"G002067"	(96.18579849,0.0002676081474)
"M005229"	(-287.3120442,-0.0003303240374)
"G003005"	(-376.2087083,-0.0003532376864)
"G008684"	(96.18580422,0.0002968019569)
"G008146"	(938.6762419,0.0008160517247)
"G014153"	(-145.1319488,-0.0001525380387)
"A006643"	(-318.5461305,-0.0002996639477)
"B000559"	(250.8373392,0.0001692239879)
"G001788"	(-26.17055195,6.676193008e-06)
"N004473"	(-24.78113542,-3.261305186e-05)
"M002791"	(-739.9682317,-0.0006372528224)
"G009217"	(-168.3666321,-7.965710801e-05)
"E013149"	(57.17700802,7.026232059e-05)
"P009968"	(110.5445741,0.000153831585)
"O004395"	(52.08128717,0.0001136617165)
"N011026"	(279.0003828,0.0002432970705)
"A007453"	(84.38285652,0.0001601515983)
"G001752"	(299.5939276,0.0001469102649)
"L004583"	(-387.0085575,-6.944003505e-05)
"E007807"	(80.79075716,4.606904275e-06)
"N013881"	(-73.47173881,-9.330401041e-06)
"G001267"	(-86.98768612,-0.0002544202378)
"G002242"	(-194.2215621,-8.807920976e-05)
"G000702"	(101.7261793,4.507787704e-05)
"K000213"	(-7.076891954,6.06627072e-05)
"N016179"	(-134.5247673,-0.0003307640195)
"G004108"	(96.18571224,0.0002396892863)
"G006207"	(217.8815272,9.71185197e-05)
"K004157"	(-749.7660291,-0.0003348834674)
"L004910"	(134.100345,-3.920817181e-05)
"G001875"	(217.881534,7.436684614e-05)
"C015614"	(-456.456676,-0.0002687772201)
"G011453"	(96.18570372,0.0002279629934)
"H011769"	(-924.5986456,-0.0006370599358)
"E014356"	(-193.7208026,-0.0001559131465)
"G000056"	(-720.2384662,-0.0003090142381)
"G010763"	(330.6914923,0.0001964504433)
"G014577"	(-10.63514898,-6.431889296e-05)
"J010215"	(-263.2724616,-0.00021387311)
"M014836"	(-474.3815699,-0.0002799054696)
"M014382"	(-440.6616161,-0.0002219213587)
"F004105"	(429.0399484,0.0001072245092)
"N012288"	(287.0923579,0.0003133875923)
"P005180"	(-313.2687029,-0.0003890488036)
"F002717"	(-160.768114,-0.0002178297965)
"G004269"	(-720.238911,-0.0004884612871)
"D012278"	(51.87408813,-4.736326019e-05)
"D005949"	(128.8053191,0.0001218288977)
"G007354"	(-720.2389214,-0.0004573431194)
"M009796"	(-81.21309933,-4.452664484e-05)
"H000492"	(-4.167497711,-0.0001152575321)
"G011105"	(-710.595819,-0.0004072787311)
"P000460"	(-405.3915604,-0.0004040744693)
"B012056"	(25.94988469,-0.000127032963)
"G008163"	(370.269221,0.0003767327366)
"G003778"	(-341.4512976,-0.0002019496758)
"A003129"	(-891.7537688,-0.0007196684255)
"K000358"	(-488.9362258,-0.0002618392953)
"K003288"	(-406.0286887,-0.0003073583547)
"D001000"	(330.0139322,0.0002725359355)
"I013606"	(-48.30407132,-1.797177345e-05)
"H010608"	(60.86574675,-6.818780781e-05)
"J006027"	(771.4125519,0.0004390665646)
"P002331"	(73.10733372,5.705163971e-05)
"A005411"	(-26.47853624,-2.4645518e-05)
"M003263"	(-538.3737808,-0.0001909917751)
"G003526"	(-168.3665853,-4.607541456e-05)
"G006867"	(158.4988257,-8.016943574e-05)
"G009269"	(194.849902,0.0001021914292)
"G009459"	(375.3576721,-5.214788702e-05)
"F002907"	(360.4492438,0.0001336460891)
"G005823"	(917.8804269,0.000456850628)
"L000232"	(-79.22303384,-0.0001732470543)
"G005725"	(468.8950743,5.149219068e-05)
"G009599"	(303.7049745,0.000259877004)
"N010139"	(-10.858863,4.288753628e-05)
"G016185"	(3.172356246,-1.722238217e-05)
"A009318"	(29.07977266,2.010262469e-05)
"G009746"	(-79.09935835,-2.870832313e-05)
"G010680"	(-97.19515389,-3.792300109e-05)
"M001278"	(-486.3137427,-0.0004440325314)
"P004567"	(-149.6750284,-0.0003405927318)
"G004893"	(-97.19515519,-3.958040632e-05)
"L010546"	(320.5588569,0.0003753467827)
"K001672"	(-132.8534478,-8.114090844e-05)
"G001500"	(194.8499017,0.0001989931204)
"M000242"	(-398.3812687,-0.0005052866822)
"N012725"	(-109.9001175,-4.191647956e-05)
"M000261"	(-580.3033303,-0.0004630747905)
"O000033"	(-212.0175118,-0.000133195645)
"F004576"	(84.97145609,3.352634293e-05)
"G007418"	(500.6603951,0.0003299066336)
"M011235"	(-322.7695843,-0.0004128868746)
"L002707"	(-153.0693186,-0.0002651211244)
"B005269"	(25.9498961,-0.000127536781)
"M012680"	(274.106066,0.0004327319558)
"N012555"	(201.4502085,0.0003717372645)
"N013877"	(8.736270905,-5.997087464e-05)
"A004762"	(-324.348097,-0.0004121216413)
"G000609"	(-137.614471,-0.0001934935069)
"G011807"	(347.119605,0.0006574261502)
"G013992"	(-186.5429925,-0.0002365673777)
"J014166"	(-502.5945776,-0.0001571929613)
"D008908"	(117.4368919,1.986958975e-05)
"H002369"	(293.5612063,6.392175797e-05)
"K006555"	(-326.875308,-0.0003174331882)
"P012312"	(-95.62842102,7.388029381e-05)
"K012670"	(28.00353453,0.0002260511684)
"F007596"	(60.13029361,5.3357636e-05)
"L011733"	(169.9671003,2.489273933e-06)
"O015640"	(217.906374,-5.677033999e-05)
"E004681"	(873.5825105,-8.319273593e-05)
"P011279"	(69.41672215,8.097821969e-05)
"I016364"	(-622.9869908,-0.000282303518)
"A003961"	(-911.3314768,-0.0002516648852)
"P006851"	(566.9091812,4.271375268e-05)
"D012522"	(111.3923877,-8.319367237e-05)
"D006732"	(570.6135239,0.0001526628405)
"M014348"	(-241.6601971,-7.873533489e-05)
"M013815"	(-444.4221773,-6.004239684e-05)
"A014936"	(299.4009,-8.568895921e-06)
"G000350"	(-1170.528352,-0.0001161632672)
"G007202"	(12.49988041,-8.775907781e-05)
"J004770"	(840.7348449,0.0007900487088)
"D015298"	(199.6377287,0.0001378600334)
"C009411"	(-639.9524048,-0.0004820811734)
"G013058"	(500.661082,0.0001955741724)
"O009858"	(-117.9310332,-0.0002188118382)
"E007170"	(-566.3651299,-0.0002099907757)
"D015880"	(299.5405489,0.000346448583)
"G009162"	(-148.4537604,-0.0001276046502)
"G010692"	(-117.1815267,-2.029785545e-05)
"E001900"	(58.59152502,0.0001962377918)
"D006818"	(-576.1860919,-0.0002734372376)
"L015117"	(276.835693,0.0001160656182)
"L006153"	(120.4286486,-3.070414863e-05)
"G011962"	(975.3033654,0.0005325366599)
"G008657"	(519.9546497,0.0002943762519)
"A016118"	(422.7469939,0.0003544564626)
"E005684"	(113.1930748,-3.799229211e-08)
"P012286"	(36.6925418,0.0001447294939)
"G008607"	(-97.19515455,1.231791007e-07)
"E009717"	(113.1930596,-6.108559142e-06)
"C008188"	(-157.0771047,-0.0001932387371)
"P007978"	(46.08196778,3.983873178e-05)
"P001043"	(-329.9339389,-0.0002256686719)
"G009272"	(581.8043458,0.0001748904918)
"G005953"	(-1109.547238,-0.0004721578524)
"G010926"	(-168.366593,-4.041057693e-05)
"M000674"	(551.0472531,0.0004686588728)
"C012168"	(-664.822388,-0.0003321142239)
"G008639"	(-138.322951,-1.168082041e-05)
"K006283"	(-4.446240241,2.475276209e-05)
"N015113"	(194.2001753,-0.0001215228925)
"B008644"	(332.4719925,0.0002293810858)
"L009107"	(120.4285024,-1.752594941e-05)
"N000454"	(258.0266212,0.0003188835987)
"N010764"	(259.7627504,0.0003568766351)
"G010433"	(495.1407151,0.0004981433082)
"G009705"	(-138.3228404,-4.063504619e-05)
"E014250"	(594.1386885,0.0004707462346)
"I011202"	(-125.7382567,-0.0001169844249)
"A011132"	(420.3973817,0.0002373769257)
"G005453"	(-225.8585935,-0.0001190398171)
"F006919"	(305.7609865,0.0001522380702)
"D006296"	(-280.2588333,-0.0002482768086)
"G006528"	(-12.64503787,-1.303825256e-05)
"P016127"	(469.6423909,0.00014522085)
"N006066"	(317.4848096,0.0001365414174)
"A011696"	(-54.67393413,-3.990353463e-05)
"D008107"	(-82.13725199,-2.259863272e-05)
"N014034"	(108.4821977,7.722249111e-05)
"D016077"	(241.2087686,9.518271047e-05)
"G002892"	(793.945107,0.0004465599176)
"P014509"	(333.241317,0.0001859746522)
"G006439"	(-863.8066408,-0.000389519116)
"I012944"	(-377.7944673,-0.0001147671531)
"A000651"	(567.874718,0.0004033618413)
"K010727"	(370.4984997,0.0003472107792)
"G016279"	(-662.9180107,-0.0003983714038)
"G012142"	(-652.6201813,-0.0003710422408)
"G011472"	(378.8364421,0.000146964775)
"K008178"	(900.7366711,0.0003668333178)
"M006571"	(-95.31454352,-6.244260437e-05)
"P014407"	(83.23743892,0.0002487054621)
"M008425"	(-474.3822849,-5.138792814e-05)
"A009682"	(397.4861656,0.0003143613811)
"G007021"	(626.3990049,0.0002673114782)
"G015686"	(345.6790441,0.000152372358)
"J009054"	(-564.7312199,-0.0002420210649)
"L005855"	(478.784922,-4.180458581e-05)
"K010174"	(54.58613035,4.562494065e-05)
"O002113"	(52.91996023,-1.112361545e-05)
"G005633"	(-22.25539318,0.0001816618693)
"H011928"	(398.8611503,3.002879738e-05)
"G001469"	(-1348.188552,-0.0007023908477)
"M012025"	(-590.009803,-0.0002974530473)
"K001623"	(946.9296554,0.0004411769028)
"L015549"	(-153.705582,-0.0002202688441)
"G005690"	(659.2891363,0.0002513575486)
"G013255"	(-80.52051462,0.000177824491)
"E013872"	(-698.6763853,-0.0001879865813)
"A015412"	(-246.1558559,-0.0001601222845)
"G000953"	(432.9409529,0.0001206667134)
"L004885"	(118.1854445,-1.758978333e-05)
"O010199"	(-55.20586613,-3.893075724e-05)
"N015197"	(-100.998458,-8.290674966e-05)
"G008362"	(455.0732642,0.0002871348292)
"I007221"	(-410.3911111,-0.0005206525241)
"N011482"	(-85.92547907,2.434202847e-05)
"I014950"	(133.5088602,6.302902364e-05)
"G009225"	(-323.9823632,-0.0001967160836)
"A005520"	(-256.4391036,-0.0001895948722)
"A007074"	(-267.3214931,-0.0001950420806)
